,raceId,year,round,weather
1017,1030,2019,21,Clear
1018,1031,2020,1,Sunny
1019,1032,2020,2,Sunny
1020,1033,2020,3,"Wet at start, partly cloudy"
1021,1034,2020,4,Partly cloudy
1022,1035,2020,5,Sunny
1023,1036,2020,6,Partly cloudy
1024,1037,2020,7,Partly cloudy
1025,1038,2020,8,Sunny
1026,1039,2020,9,Sunny
1027,1040,2020,10,Sunny
1028,1041,2020,11,"Partly cloudy, 10 °C (50 °F)"
1029,1042,2020,12,Cloudy
1030,1043,2020,13,Partly cloudy
1031,1044,2020,14,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F)
1032,1045,2020,15,Clear
1033,1046,2020,16,Clear
1034,1047,2020,17,Clear
1035,1053,2021,2,"Wet at start, drying during race, 9 °C (48 °F)"
1036,1074,2022,1,Clear
1037,1052,2021,1,"Clear, 21 °C (70 °F)"
1038,1051,2021,20,Clear
1039,1054,2021,3,Light cloud
1040,1055,2021,4,Cloudy
1041,1056,2021,5,Sunny
1042,1057,2021,6,Sunny
1043,1058,2021,8,Partly cloudy. Ambient temperature: 25 to 29 °C (77 to 84 °F); Surface temperature: 48 to 56 °C (118 to 133 °F)
1044,1059,2021,7,Windy and partly cloudy. Ambient temperature: 24 to 27 °C (75 to 81 °F); Surface temperature: 33 to 38 °C (91 to 100 °F)
1045,1060,2021,9,Partly cloudy
1046,1061,2021,10,Clear. Ambient: 29 to 31 °C (84 to 88 °F); Surface: 48 to 52 °C (118 to 126 °F)
1047,1062,2021,11,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).[3]
1048,1063,2021,12,Wet; persistent rain
1049,1064,2021,13,Sunny
1050,1065,2021,14,Sunny
1051,1066,2021,15,Cloudy and rainy
1052,1067,2021,16,Overcast with intermittent rain
1053,1069,2021,17,Sunny
1054,1070,2021,18,Sunny
1055,1071,2021,19,Sunny
1056,1072,2021,21,Clear
1057,1073,2021,22,Clear
1058,1075,2022,2,Clear
1059,1076,2022,3,Partly cloudy
1060,1077,2022,4,Cloudy in a wet and drying track[2]
1061,1078,2022,5,"Warm, partly cloudy"
1062,1079,2022,6,Sunny
1063,1080,2022,7,Rain and partly cloudy in wet-and-drying track conditions
1064,1081,2022,8,Sunny
1065,1082,2022,9,Sunny
1066,1083,2022,10,Partly cloudy
1067,1084,2022,11,Partly cloudy
1068,1085,2022,12,Sunny
1069,1086,2022,13,"Overcast with drizzle throughout, light rain at the end"
1070,1087,2022,14,Sunny
1071,1088,2022,15,Partly cloudy
1072,1089,2022,16,Sunny
1073,1091,2022,17,Partly cloudy in a wet and drying track
1074,1092,2022,18,Rain
1075,1093,2022,19,Partly cloudy
1076,1094,2022,20,Partly cloudy
1077,1095,2022,21,Cloudy
1078,1096,2022,22,Clear
1079,1098,2023,1,Clear
1080,1099,2023,2,Clear
1081,1100,2023,3,Sunny
1082,1101,2023,4,Partly cloudy
1083,1102,2023,5,Partly cloudy
1084,1103,2023,6,not found
1085,1104,2023,7,"Cloudy, with some rain intervals"
1086,1105,2023,8,Cloudy
1087,1106,2023,9,Partly cloudy
1088,1107,2023,10,Cloudy
1089,1108,2023,11,Partly cloudy
1090,1109,2023,12,Sunny
1091,1110,2023,13,"Partly cloudy, with a rain interval"
1092,1111,2023,14,Cloudy and rainy
1093,1112,2023,15,Sunny
1094,1113,2023,16,Clear
1095,1114,2023,17,Sunny
1096,1115,2023,18,not found
1097,1116,2023,19,not found
1098,1117,2023,20,not found
1099,1118,2023,21,not found
1100,1119,2023,22,not found
1101,1120,2023,23,not found
